scene_id,S_illum,low_illum
rgb20210409_180440_00.jpg,0.062745101749897,True
rgb20210409_181137_475024.jpg,0.062745101749897,True
rgb20210409_164558_01.jpg,0.062745101749897,True
rgb20210409_164530_01.jpg,0.06610039621591568,True
rgb20210409_164543_01.jpg,0.06666667014360428,True
rgb20210409_170821_01.jpg,0.06666667014360428,True
rgb20210409_164334_00.jpg,0.06666667014360428,True
rgb20210409_164341_02.jpg,0.06666667014360428,True
rgb20210409_170839_02.jpg,0.06666667014360428,True
rgb20210409_180329_02.jpg,0.06693412363529205,True
rgb20210409_180358_02.jpg,0.07002196460962296,True
rgb20210409_180521_00.jpg,0.07002196460962296,True
rgb20210409_180338_00.jpg,0.07002196460962296,True
rgb20210409_164308_384443.jpg,0.07058823853731155,True
rgb20210409_180405_03.jpg,0.07058823853731155,True
rgb20210409_163510_02.jpg,0.07058823853731155,True
rgb20210409_170953_03.jpg,0.07058823853731155,True
rgb20210409_170927_00.jpg,0.07058823853731155,True
rgb20210409_180819_02.jpg,0.07058823853731155,True
rgb20210409_164359_00.jpg,0.07058823853731155,True
rgb20210409_171014_01.jpg,0.07058823853731155,True
rgb20210409_171010_00.jpg,0.07058823853731155,True
rgb20210409_170740_01.jpg,0.07058823853731155,True
rgb20210409_170916_02.jpg,0.07058823853731155,True
rgb20210409_164251_02.jpg,0.07058823853731155,True
rgb20210409_180416_00.jpg,0.07058823853731155,True
rgb20210409_180347_01.jpg,0.07058823853731155,True
rgb20210409_180842_00.jpg,0.07088706642389297,True
rgb20210409_164315_00.jpg,0.07255922257900238,True
rgb20210409_180856_01.jpg,0.07255922257900238,True
rgb20210409_164742_00.jpg,0.07255922257900238,True
rgb20210409_164449_00.jpg,0.07255922257900238,True
rgb20210409_180915_32576.jpg,0.07394353300333023,True
rgb20210409_171115_01.jpg,0.07394353300333023,True
rgb20210409_180536_02.jpg,0.07394353300333023,True
rgb20210409_164505_00.jpg,0.07450980693101883,True
rgb20210409_164409_02.jpg,0.07450980693101883,True
rgb20210409_180516_01.jpg,0.07450980693101883,True
rgb20210409_164242_01.jpg,0.07450980693101883,True
rgb20210409_171111_00.jpg,0.07450980693101883,True
rgb20210409_180905_01.jpg,0.07450980693101883,True
rgb20210409_170847_540977.jpg,0.07450980693101883,True
rgb20210409_181007_03.jpg,0.07450980693101883,True
rgb20210409_164434_02.jpg,0.0778651013970375,True
rgb20210409_180859_04.jpg,0.0778651013970375,True
rgb20210409_164456_00.jpg,0.0778651013970375,True
rgb20210409_181042_02.jpg,0.0778651013970375,True
rgb20210409_170630_02.jpg,0.07816392928361893,True
rgb20210409_180834_856476.jpg,0.0784313753247261,True
rgb20210409_164752_01.jpg,0.0784313753247261,True
rgb20210409_164235_208582.jpg,0.0784313753247261,True
rgb20210409_164227_01.jpg,0.07869882881641388,True
rgb20210409_180754_38734.jpg,0.08038196712732315,True
rgb20210409_163827_02.jpg,0.08061333745718002,True
rgb20210409_151558_02.jpg,0.08178666979074478,True
rgb20210409_180626_03.jpg,0.08178666979074478,True
rgb20210409_180805_00.jpg,0.08235294371843338,True
rgb20210409_164224_01.jpg,0.08235294371843338,True
rgb20210409_155019_02.jpg,0.0826517641544342,True
rgb20210409_155115_05.jpg,0.0826517641544342,True
rgb20210409_155031_01.jpg,0.0826517641544342,True
rgb20210409_164802_02.jpg,0.08291921764612198,True
rgb20210409_155035_00.jpg,0.08322274684906006,True
rgb20210409_155059_01.jpg,0.08378902077674866,True
rgb20210409_144906_02.jpg,0.08430353552103043,True
rgb20210410_165937_02.jpg,0.08430353552103043,True
rgb20210410_165818_01.jpg,0.08430353552103043,True
rgb20210409_170702_02.jpg,0.0843239277601242,True
rgb20210410_121249_00.jpg,0.0843239277601242,True
rgb20210409_151443_02.jpg,0.08570823818445206,True
rgb20210409_180557_04.jpg,0.08570823818445206,True
rgb20210409_160736_00.jpg,0.08600706607103348,True
rgb20210409_155927_02.jpg,0.08600706607103348,True
rgb20210410_165919_373000.jpg,0.08600706607103348,True
rgb20210409_165247_02.jpg,0.08600706607103348,True
rgb20210410_171736_02.jpg,0.08627451211214066,True
rgb20210410_165749_01.jpg,0.08627451211214066,True
rgb20210410_165808_01.jpg,0.08627451211214066,True
rgb20210410_170231_00.jpg,0.08627451211214066,True
rgb20210410_170209_02.jpg,0.08627451211214066,True
rgb20210409_151645_02.jpg,0.08654196560382843,True
rgb20210409_161707_00.jpg,0.08657333999872208,True
rgb20210410_171745_01.jpg,0.08684078603982925,True
rgb20210409_150209_02.jpg,0.08824548870325089,True
rgb20210409_161524_03.jpg,0.08824548870325089,True
rgb20210409_162256_00.jpg,0.08962980657815933,True
rgb20210409_165829_01.jpg,0.08992862701416016,True
rgb20210409_165838_03.jpg,0.08992862701416016,True
rgb20210409_160706_03.jpg,0.08992862701416016,True
rgb20210409_162326_01.jpg,0.08992862701416016,True
rgb20210409_161600_00.jpg,0.08992862701416016,True
rgb20210409_162305_400400.jpg,0.08992862701416016,True
rgb20210409_145941_01.jpg,0.08992862701416016,True
rgb20210409_160101_00.jpg,0.08992862701416016,True
rgb20210409_145912_00.jpg,0.09013961255550385,True
rgb20210409_162315_00.jpg,0.09019608050584793,True
rgb20210410_165738_00.jpg,0.09019608050584793,True
rgb20210410_170015_01.jpg,0.09019608050584793,True
rgb20210410_120509_00.jpg,0.09019608050584793,True
rgb20210409_161516_00.jpg,0.09019608050584793,True
rgb20210409_153333_03.jpg,0.09049490094184875,True
rgb20210410_171703_00.jpg,0.09049490094184875,True
rgb20210409_165239_00.jpg,0.09049490094184875,True
rgb20210410_171721_01.jpg,0.09076235443353653,True
rgb20210410_171049_02.jpg,0.09076235443353653,True
rgb20210409_164007_02.jpg,0.09192627668380737,True
rgb20210410_165705_00.jpg,0.09214667230844498,True
rgb20210410_165656_03.jpg,0.09214667230844498,True
rgb20210409_161625_00.jpg,0.09216705709695816,True
rgb20210409_161536_01.jpg,0.09216705709695816,True
rgb20210409_145945_01.jpg,0.09237804263830185,True
rgb20210410_171032_954756.jpg,0.09385019540786743,True
rgb20210410_170157_03.jpg,0.09385019540786743,True
